cities,population
Paray-le-Frésil,1172046
Paray-le-Monial,2667167
Paray-sous-Briailles,221544
Paray-Vieille-Poste,991993
Paraza,1430960
Parbayse,2053139
Parc-d'Anxtot,2692744
Parçay-les-Pins,1180457
Parçay-Meslay,2123537
Parçay-sur-Vienne,2093181
Parcé,2050015
Parcé-sur-Sarthe,2240614
Parcey,2549844
Parcieux,22228
Parcoul,1961272
Parcy-et-Tigny,1941171
Pardailhan,1847404
Pardaillan,2045996
Pardies,1020504
Pardies-Piétat,2393568
Pardines,2607689
Paréac,205884
Pareid,1713189
Parempuyre,2275607
Parennes,2110752
Parent,894971
Parentignat,1404067
Parentis-en-Born,1078137
Parenty,294227
Parey-Saint-Césaire,2387885
Parey-sous-Montfort,1269731
Parfondeval,1764049
Parfondeval,1433230
Parfondru,2574817
Parfondrupt,1654517
Parfouru-sur-Odon,2038467
Pargnan,1120028
Pargny,992584
Pargny-Filain,1602624
Pargny-la-Dhuys,1436331
Pargny-les-Bois,1578792
Pargny-lès-Reims,466855
Pargny-sous-Mureau,1030367
Pargny-sur-Saulx,238338
Pargues,350886
Parignargues,348799
Parigné,83844
Parigné-l'Évêque,2082381
Parigné-le-Pôlin,1596437
Parigné-sur-Braye,421242
Parigny,779230
Parigny,274595
Parigny-la-Rose,1219311
Parigny-les-Vaux,2610981
Paris,2217107
Paris-l'Hôpital,22272
Parisot,1790671
Parisot,948315
Parlan,1908949
Parleboscq,920909
Parly,587831
Parmain,2645964
Parmilieu,1047926
Parnac,572561
Parnac,195126
Parnans,2783479
Parnay,1061209
Parnay,77817
Parné-sur-Roc,1117170
Parnes,2058539
Parnoy-en-Bassigny,1606806
Paron,1952244
Paroy,2569277
Paroy,185427
Paroy-sur-Saulx,1869056
Paroy-sur-Tholon,187614
Parpeçay,1951174
Parpeville,12319
Parranquet,799171
Parroy,905736
Pars-lès-Chavanges,733371
Pars-lès-Romilly,994786
Parsac,2161490
Parthenay,676562
Parthenay-de-Bretagne,152856
Partinello,2234398
Parux,1624342
Parves,2712955
Parville,2239757
Parvillers-le-Quesnoy,2284701
Parzac,2567691
Pas-de-Jeu,2074461
Pas-en-Artois,1721652
Pasilly,991821
Paslières,1240604
Pasly,642107
Pasques,2266402
Passa,2335256
Passais,2077263
Passavant,447649
Passavant-en-Argonne,2373900
Passavant-la-Rochère,1457783
Passavant-sur-Layon,2369437
Passel,1597018
Passenans,2578394
Passins,204561
Passirac,263478
Passonfontaine,1902631
Passy,143507
Passy,2043165
Passy,365733
Passy-en-Valois,508660
Passy-Grigny,249241
Passy-sur-Marne,2520057
Passy-sur-Seine,766960
Pastricciola,1740794
Patay,1031030
Patornay,689834
Patrimonio,1045981
Pau,416497
Paucourt,2361409
Paudy,2686389
Pauilhac,846007
Pauillac,263960
Paule,1680875
Paulhac,1779784
Paulhac,2325834
Paulhac,515863
Paulhac-en-Margeride,320433
Paulhaguet,1845366
Paulhan,1884994
Paulhe,35920
Paulhenc,2373459
Paulhiac,2354582
Pauligne,2074735
Paulin,1950167
Paulinet,1154023
Paulmy,2609726
Paulnay,2045269
Paulx,2109294
Paunat,1303795
Paussac-et-Saint-Vivien,463136
Pautaines-Augeville,2520501
Pauvres,135740
Pavant,2602680
Pavezin,1929512
Pavie,731238
Pavilly,568068
Payns,1651217
Payra-sur-l'Hers,490823
Payrac,1885582
Payré,178542
Payrignac,1097325
Payrin-Augmontel,980281
Payros-Cazautets,997299
Payroux,1288153
Payssous,1626895
Payzac,2312874
Payzac,2797109
Pazayac,2784369
Paziols,2535543
Pazy,8178
Péas,659325
Peaugres,1723924
Péaule,1384029
Péault,172343
Pébées,2690867
Pébrac,2449666
Pech,944512
Pech-Luna,2698572
Péchabou,45484
Pécharic-et-le-Py,1457560
Péchaudier,149182
Pechbonnieu,705332
Pechbusque,2641507
Pécorade,992389
Pecquencourt,2027033
Pecqueuse,1247289
Pécy,2772388
Pédernec,522240
Pégairolles-de-Buèges,1119689
Pégairolles-de-l'Escalette,1877797
Pégomas,1069528
Péguilhan,1255223
Peigney,1488118
Peillac,320363
Peille,640597
Peillon,2441940
Peillonnex,1181218
Peintre,2747412
Peipin,1909163
Peisey-Nancroix,815920
Pel-et-Der,2103772
Pélissanne,2073159
Pellafol,1101523
Pelleautier,2259516
Pellefigue,2414122
Pellegrue,2699751
Pelleport,2597187
Pellerey,996728
Pellevoisin,868681
Pellouailles-les-Vignes,2598793
Pelonne,2662989
Pelouse,1193827
Pelousey,2177464
Peltre,1109936
Pélussin,434762
Pelves,1285028
Pelvoux,591506
Penchard,1142268
Pencran,1096110
Pendé,1077711
Pénestin,1986611
Penguily,1264171
Penin,1010068
Penly,207525
Penmarch,1528100
Pennautier,2563423
Penne,1026655
Penne-d'Agenais,1628222
Pennedepie,1733046
Pennes-le-Sec,2219901
Pennesières,1181996
Penol,259108
Pensol,76948
Penta-Acquatella,1080278
Penta-di-Casinca,969361
Penvénan,1424289
Péone,1723601
Pépieux,2144014
Pérassay,927236
Peray,359471
Perceneige,2797299
Percey,2479238
Percey-le-Grand,1364592
Perchède,1260755
Percy,641285
Percy,937501
Percy-en-Auge,208976
Perdreauville,1272198
Péré,1999764
Péré,156496
Péreille,1313559
Perelli,746759
Pérenchies,1989728
Péret,2522320
Péret-Bel-Air,2478009
Péreuil,570385
Péreyres,1649527
Pergain-Taillac,2784444
Peri,57209
Périers,1936940
Périers-en-Auge,2543785
Périers-sur-le-Dan,57970
Pérignac,2277258
Pérignac,413819
Pérignat-lès-Sarliève,1623031
Pérignat-sur-Allier,769910
Périgné,800059
Périgneux,333319
Périgny,2717711
Périgny,1487922
Périgny,750047
Périgny,537838
Périgny,1855409
Périgny-la-Rose,292958
Périgueux,261861
Périssac,2113146
Perles,1669642
Perles-et-Castelet,963057
Pern,525112
Pernand-Vergelesses,2065073
Pernant,1867613
Pernay,2247671
Pernes,18857
Pernes-lès-Boulogne,123041
Pernes-les-Fontaines,2259181
Pernois,709009
Pero-Casevecchie,673188
Pérols,1903064
Pérols-sur-Vézère,1853808
Péron,115183
Péronnas,1999399
Péronne,2583980
Péronne,581505
Péronne-en-Mélantois,785755
Péronville,1638027
Pérouges,1984299
Pérouse,2330094
Péroy-les-Gombries,518656
Perpezac-le-Blanc,855842
Perpezac-le-Noir,1976877
Perpezat,2039649
Perpignan,2134682
Perquie,2483022
Perrancey-les-Vieux-Moulins,1412339
Perrecy-les-Forges,1665154
Perret,2162483
Perreuil,1260522
Perreux,676330
Perreux,2501926
Perrex,909681
Perrier,1710339
Perrières,2294787
Perriers-en-Beauficel,1670613
Perriers-la-Campagne,362051
Perriers-sur-Andelle,2183810
Perrignier,2071010
Perrigny,1892200
Perrigny,2482475
Perrigny-lès-Dijon,398090
Perrigny-sur-Armançon,164321
Perrigny-sur-l'Ognon,716661
Perrigny-sur-Loire,190060
Perrogney-les-Fontaines,1410612
Perros-Guirec,1130815
Perrou,574155
Perrouse,2356073
Perroy,1075020
Perruel,2187716
Perrusse,2494657
Perrusson,365622
Pers,41244
Pers,2436637
Pers-en-Gâtinais,2466007
Pers-Jussy,2108296
Persac,193756
Persan,1040950
Persquen,2424993
Pertain,150595
Perthes,573457
Perthes,252060
Perthes,2256964
Perthes-lès-Brienne,2303102
Pertheville-Ners,85048
Pertuis,708162
Pervenchères,271603
Perville,1530416
Pescadoires,2333485
Peschadoires,1990289
Peseux,1182583
Péseux,266276
Peslières,203099
Pesmes,2598637
Pessac,359502
Pessac-sur-Dordogne,1723198
Pessan,1101659
Pessans,876895
Pessat-Villeneuve,979658
Pessines,761681
Pessoulens,1650620
Petersbach,1913914
Petit-Auverné,496503
Petit-Bersac,1113620
Petit-Couronne,108127
Petit-Croix,1943736
Petit-Failly,1469713
Petit-Fayt,2338252
Petit-Landau,863634
Petit-Mars,819468
Petit-Mesnil,2630271
Petit-Noir,1514380
Petit-Palais-et-Cornemps,770737
Petit-Réderching,1390282
Petit-Tenquin,1135778
Petit-Verly,2763944
Petite-Chaux,775033
Petite-Forêt,2061494
Petite-Rosselle,2574428
Petitefontaine,469987
Petitmagny,315430
Petitmont,659080
Petiville,1944167
Petiville,1982052
Petosse,1569494
Petreto-Bicchisano,1975472
Pettoncourt,865106
Pettonville,881181
Peujard,2050584
Peumérit,2798918
Peumerit-Quintin,453183
Peuplingues,2348486
Peuton,1273500
Peuvillers,1164071
Peux-et-Couffouleux,1368877
Pévange,2605014
Pévy,2133582
Pexiora,1078411
Pexonne,869725
Pey,763747
Peymeinade,1192491
Peynier,1366844
Peypin,281366
Peypin-d'Aigues,2325380
Peyrabout,968211
Peyrat-de-Bellac,2619230
Peyrat-la-Nonière,1369492
Peyrat-le-Château,530460
Peyraube,478847
Peyraud,287470
Peyre,1450659
Peyrecave,1286924
Peyrefitte-du-Razès,231502
Peyrefitte-sur-l'Hers,2331929
Peyregoux,1088826
Peyrehorade,869692
Peyreleau,2256701
Peyrelevade,303461
Peyrelongue-Abos,2280741
Peyremale,1760792
Peyrens,281215
Peyrestortes,2605848
Peyret-Saint-André,1559508
Peyriac-de-Mer,1413394
Peyriac-Minervois,705989
Peyriat,1319316
Peyrière,957885
Peyrieu,386162
Peyrignac,1135111
Peyriguère,1967388
Peyrilhac,2328032
Peyrillac-et-Millac,1062751
Peyrilles,77363
Peyrins,1304927
Peyrissac,254206
Peyrissas,2340336
Peyrole,583625
Peyrolles,2006208
Peyrolles,2001127
Peyrolles-en-Provence,1008849
Peyroules,667087
Peyrouse,402925
Peyrouzet,53732
Peyruis,2377755
Peyrun,90844
Peyrus,1636634
Peyrusse,2326523
Peyrusse-Grande,1655709
Peyrusse-le-Roc,44604
Peyrusse-Massas,257937
Peyrusse-Vieille,1443559
Peyssies,561866
Peyzac-le-Moustier,1801714
Peyzieux-sur-Saône,664635
Pézarches,2237907
Pezé-le-Robert,2326581
Pézenas,1305123
Pézènes-les-Mines,1491145
Pezens,2225639
Pézilla-de-Conflent,1761558
Pézilla-la-Rivière,1527540
Pezou,2795897
Pezuls,1915377
Pézy,2188619
Pfaffenheim,2178155
Pfaffenhoffen,2723504
Pfalzweyer,2385667
Pfastatt,697569
Pfetterhouse,1635964
Pfettisheim,2754770
Pfulgriesheim,738669
Phaffans,302547
Phalempin,487147
Phalsbourg,2454815
Philippsbourg,1563365
Philondenx,970236
Phlin,696332
Pia,2680397
Piacé,493042
Piana,1107506
Pianello,1412281
Piano,1120577
Pianottoli-Caldarello,2372805
Piazzali,959453
Piazzole,1273638
Piblange,9656
Pibrac,1805084
Picarreau,2378808
Picauville,1798248
Pichanges,2664957
Picherande,25152
Picquigny,743779
Pie-d'Orezza,2256948
Pied-de-Borne,2128039
Piedicorte-di-Gaggio,2124033
Piedicroce,1130721
Piedigriggio,2415938
Piedipartino,712593
Piégon,1841932
Piégros-la-Clastre,1803081
Piégut,324982
Piégut-Pluviers,2649541
Piencourt,1036431
Piennes,775689
Piennes-Onvillers,1066638
Pierlas,1311547
Pierre-Bénite,2770123
Pierre-Buffière,105654
Pierre-Châtel,1678363
Pierre-de-Bresse,1791815
Pierre-la-Treiche,2684822
Pierre-Levée,992961
Pierre-Morains,977387
Pierre-Percée,637956
Pierre-Perthuis,1043265
Pierreclos,2616727
Pierrecourt,743363
Pierrecourt,148994
Pierrefeu,2595566
Pierrefeu-du-Var,479137
Pierrefiche,1258981
Pierrefiche,1542777
Pierrefiques,2280467
Pierrefitte,1890806
Pierrefitte,1239819
Pierrefitte,1761001
Pierrefitte,1442857
Pierrefitte-en-Auge,1286947
Pierrefitte-en-Beauvaisis,826784
Pierrefitte-en-Cinglais,1925232
Pierrefitte-ès-Bois,1465579
Pierrefitte-Nestalas,730132
Pierrefitte-sur-Aire,1046919
Pierrefitte-sur-Loire,891127
Pierrefitte-sur-Sauldre,335357
Pierrefitte-sur-Seine,148429
Pierrefonds,1077080
Pierrefontaine-lès-Blamont,122305
Pierrefontaine-les-Varans,1571915
Pierrefort,2721515
Pierregot,69029
Pierrelatte,1883721
Pierrelaye,1496524
Pierrelongue,805504
Pierremande,1223969
Pierremont,2527500
Pierremont-sur-Amance,1623216
Pierrepont,422735
Pierrepont,1547579
Pierrepont,1143950
Pierrepont-sur-Avre,2115180
Pierrepont-sur-l'Arentèle,1895999
Pierrerue,1107329
Pierrerue,1274004
Pierres,1736663
Pierres,786908
Pierreval,2599202
Pierrevert,44081
Pierreville,1590844
Pierreville,329204
Pierrevillers,976707
Pierric,1080551
Pierry,727470
Pietra-di-Verde,1123574
Pietracorbara,229695
Pietralba,234506
Pietraserena,2591849
Pietricaggio,340075
Pietrosella,96931
Pietroso,1211676
Piets-Plasence-Moustrou,2690743
Pieusse,405729
Piève,2567836
Piffonds,342810
Pigna,67292
Pignan,93997
Pignans,1162329
Pignicourt,238337
Pignols,1999200
Pigny,1232273
Pihem,1960909
Pihen-lès-Guînes,1713402
Pila-Canale,981740
Pillac,877252
Pillemoine,2271005
Pillon,130360
Pimbo,1148183
Pimelles,1182081
Pimorin,1073193
Pimprez,687089
Pin,274227
Pin-Balma,2697915
Pinas,1188819
Pinay,1757994
Pincé,1943117
Pindères,2296962
Pindray,2788915
Pinel-Hauterive,2172549
Pinet,1023935
Pineuilh,2502197
Piney,1475690
Pino,313000
Pinols,1641470
Pinon,1216856
Pins-Justaret,1967308
Pinsac,4787
Pinsaguel,158268
Pinsot,505151
Pintac,272169
Pinterville,1293815
Pintheville,2562802
Piobetta,1700828
Pioggiola,107089
Piolenc,1248127
Pionnat,1365765
Pionsat,948478
Pioussay,1058361
Pipriac,2505880
Piquecos,976653
Pirajoux,1719233
Piré-sur-Seiche,1835533
Pirey,2667205
Piriac-sur-Mer,420774
Pirmil,2420178
Pirou,176434
Pis,132846
Pisany,919377
Piscop,1490003
Piseux,731793
Pisieu,833472
Pisseleu,1373668
Pisseloup,2030239
Pissos,2592533
Pissotte,1491013
Pissy,408840
Pissy-Pôville,1228867
Pisy,2078838
Pitgam,2005346
Pithiviers,1264142
Pithiviers-le-Vieil,2341620
Pithon,1661309
Pîtres,1746170
Pittefaux,1499216
Pizay,2702208
Pizieux,2460203
Plabennec,2763065
Placé,240750
Placey,88486
Plachy-Buyon,1963455
Placy,1026843
Placy-Montaigu,1283429
Plagne,901313
Plagne,280568
Plagnole,1676368
Plaigne,2368566
Plailly,563913
Plaimbois-du-Miroir,1907567
Plaimbois-Vennes,2074915
Plaimpied-Givaudins,2620742
Plaine,2303673
Plaine-de-Walsch,2202107
Plaine-Haute,1022324
Plainemont,2766930
Plaines-Saint-Lange,1905102
Plainfaing,1468409
Plainoiseau,2090062
Plaintel,2535762
Plainval,2530317
Plainville,432154
Plainville,814319
Plaisance,511862
Plaisance,2596067
Plaisance,1664364
Plaisance,1988239
Plaisance-du-Touch,46907
Plaisia,1587079
Plaisians,92875
Plaisir,454487
Plaissan,1777490
Plaizac,258750
Plan,1848493
Plan-d'Aups-Sainte-Baume,145308
Plan-d'Orgon,1194849
Plan-de-Baix,646165
Plan-de-Cuques,447893
Plan-de-la-Tour,2619975
Planaise,581161
Planay,128308
Planay,799313
Plancher-Bas,1028500
Plancher-les-Mines,514617
Plancherine,2127774
Planches,596431
Planchez,521513
Plancoët,791918
Plancy-l'Abbaye,2420529
Planès,1976046
Planèzes,2628567
Planfoy,1524866
Planguenoual,654861
Planioles,818614
Planquery,2708156
Planques,1699682
Planrupt,1631486
Planty,397077
Planzolles,2027583
Plappeville,1390126
Plasne,2333985
Plasnes,315739
Plassac,215286
Plassac,2526929
Plassac-Rouffiac,1987700
Plassay,810910
Plats,1027898
Plaudren,2030867
Plauzat,185545
Plavilla,1514682
Plazac,1381362
Pleaux,456283
Pléboulle,1236229
Pléchâtel,2427067
Plédéliac,1896833
Plédran,448521
Pléguien,1680934
Pléhédel,100773
Pleine-Fougères,1781944
Pleine-Selve,692780
Pleine-Selve,342729
Pleine-Sève,1406762
Plélan-le-Grand,131623
Plélan-le-Petit,2543574
Plélauff,2603830
Plélo,2722162
Plémet,125057
Plémy,2790427
Plénée-Jugon,2133811
Pléneuf-Val-André,2194747
Plénise,1896990
Plénisette,1581037
Plerguer,1727414
Plérin,1743670
Plerneuf,545003
Plescop,2171955
Plesder,1069182
Plésidy,1090884
Pleslin-Trigavou,2324117
Plesnois,1310280
Plesnoy,22813
Plessala,957371
Plessé,2470314
Plessis-Barbuise,2145782
Plessis-de-Roye,2123470
Plessis-Saint-Benoist,1734857
Plessis-Saint-Jean,2652953
Plessix-Balisson,1010949
Plestan,1869432
Plestin-les-Grèves,2340825
Pleubian,424039
Pleucadeuc,2565666
Pleudaniel,85229
Pleudihen-sur-Rance,2024446
Pleugriffet,1690540
Pleugueneuc,1305133
Pleumartin,1341139
Pleumeleuc,2612267
Pleumeur-Bodou,870009
Pleumeur-Gautier,1920262
Pleure,1298350
Pleurs,1939411
Pleurtuit,1320768
Pleuven,1463962
Pleuvezain,1413871
Pleuville,2202028
Pléven,171815
Plévin,151372
Pleyben,1963780
Pleyber-Christ,349760
Pliboux,952378
Plichancourt,2546228
Plieux,871406
Plivot,1206
Plobannalec-Lesconil,487820
Plobsheim,1261141
Ploemel,1572069
Ploemeur,495447
Ploërdut,1119545
Ploeren,2776638
Ploërmel,784117
Plœuc-sur-Lié,929007
Ploéven,2552073
Ploëzal,1166770
Plogastel-Saint-Germain,1705343
Plogoff,2545530
Plogonnec,1099650
Ploisy,85508
Plomb,1296221
Plombières-les-Bains,329699
Plombières-lès-Dijon,2367703
Plomelin,2695295
Plomeur,826166
Plomion,1724434
Plomodiern,191255
Plonéis,1479842
Plonéour-Lanvern,694460
Plonévez-du-Faou,2070384
Plonévez-Porzay,1725578
Plorec-sur-Arguenon,1217351
Plou,1676607
Plouagat,68906
Plouaret,1869543
Plouarzel,2013557
Plouasne,2310311
Plouay,515238
Ploubalay,1406400
Ploubazlanec,1898319
Ploubezre,890543
Ploudalmézeau,1406193
Ploudaniel,1667397
Ploudiry,14540
Plouëc-du-Trieux,1516250
Plouédern,616900
Plouégat-Guérand,322326
Plouégat-Moysan,1683592
Plouénan,1213041
Plouër-sur-Rance,2402154
Plouescat,770081
Plouézec,2103659
Plouezoc'h,1440223
Ploufragan,1199126
Plougar,572187
Plougasnou,202281
Plougastel-Daoulas,150832
Plougonvelin,2593415
Plougonven,2602398
Plougonver,1834482
Plougoulm,1337500
Plougoumelen,2075503
Plougourvest,2590243
Plougras,853377
Plougrescant,1627621
Plouguenast,942758
Plouguerneau,867401
Plouguernével,2342518
Plouguiel,454006
Plouguin,1210827
Plouha,638726
Plouharnel,2431066
Plouhinec,143701
Plouhinec,1961634
Plouider,928702
Plouigneau,1042755
Plouisy,380460
Ploulec'h,1423566
Ploumagoar,1121131
Ploumilliau,2448767
Ploumoguer,2529120
Plounéour-Ménez,641925
Plounéour-Trez,316407
Plounérin,1637079
Plounéventer,2598185
Plounévez-Lochrist,1762123
Plounévez-Moëdec,1879815
Plounévez-Quintin,45488
Plounévézel,963659
Plourac'h,2626542
Plouray,703502
Plourhan,1690615
Plourin,1755759
Plourin-lès-Morlaix,1683851
Plourivo,311291
Plouvain,2510324
Plouvara,2506443
Plouvien,1440786
Plouvorn,419957
Plouyé,919225
Plouzané,390492
Plouzélambre,1668869
Plouzévédé,1415728
Plovan,517868
Ployart-et-Vaurseine,266393
Plozévet,1513291
Pludual,2686368
Pluduno,2202123
Plufur,1785958
Pluguffan,1816622
Pluherlin,1781955
Plumaudan,577702
Plumaugat,1374019
Plumelec,2303017
Pluméliau,2083754
Plumelin,1134225
Plumergat,457530
Plumetot,2667282
Plumieux,1122423
Plumont,321351
Pluneret,1285654
Plurien,165733
Plusquellec,1216338
Plussulien,215903
Pluvault,97706
Pluvet,2659009
Pluvigner,2463532
Pluzunet,1323399
Pocancy,2172121
Pocé-les-Bois,595571
Pocé-sur-Cisse,285052
Podensac,2236308
Pœuilly,1610319
Poey-d'Oloron,1221822
Poey-de-Lescar,1729664
Poëzat,970852
Poggio-d'Oletta,1750589
Poggio-di-Nazza,1580955
Poggio-di-Venaco,2003724
Poggio-Marinaccio,1309688
Poggio-Mezzana,2645904
Poggiolo,473135
Pogny,2147391
Poids-de-Fiole,2719346
Poigny,223614
Poigny-la-Forêt,637361
Poil,697592
Poilcourt-Sydney,964523
Poilhes,2287448
Poillé-sur-Vègre,1516901
Poilley,457361
Poilley,2329684
Poilly,1698382
Poilly-lez-Gien,1221091
Poilly-sur-Serein,869075
Poilly-sur-Tholon,1680238
Poinçon-lès-Larrey,1662746
Poincy,33631
Poinsenot,259050
Poinson-lès-Fayl,356681
Poinson-lès-Grancey,84834
Poinson-lès-Nogent,2271583
Pointel,587243
Pointis-de-Rivière,421577
Pointis-Inard,1375686
Pointre,2236583
Pointvillers,2331925
Poinville,2547230
Poiroux,2600506
Poisat,122828
Poiseul,1037360
Poiseul-la-Grange,496633
Poiseul-la-Ville-et-Laperrière,56394
Poiseul-lès-Saulx,2678021
Poiseux,2661179
Poisieux,414237
Poisson,2682841
Poissons,287680
Poissy,593238
Poisvilliers,1047144
Poisy,242282
Poitiers,1319000
Poivres,2113775
Poix,104764
Poix-de-Picardie,2209081
Poix-du-Nord,904920
Poix-Terron,1654397
Polaincourt-et-Clairefontaine,2618709
Polastron,1080722
Polastron,2751179
Poleymieux-au-Mont-d'Or,1538683
Poliénas,1083815
Polignac,2453292
Polignac,1942293
Poligné,795866
Poligny,2263865
Poligny,1244537
Poligny,1957313
Poligny,377384
Polincove,2469329
Polisot,1659163
Polisy,669252
Pollestres,1058886
Polliat,1804760
Pollieu,63132
Pollionnay,1204650
Polminhac,1347898
Polveroso,606575
Pomacle,92111
Pomarède,1006330
Pomarez,2771236
Pomas,1663663
Pomayrols,382260
Pomerol,2056633
Pomérols,1746956
Pomeys,1885027
Pommard,2761355
Pommera,1789376
Pommeret,987394
Pommereuil,694603
Pommereux,2260888
Pommeréval,1809459
Pommerieux,2452113
Pommérieux,2731194
Pommerit-Jaudy,2210271
Pommerit-le-Vicomte,386409
Pommerol,1866653
Pommeuse,1237201
Pommevic,28662
Pommier,202368
Pommier-de-Beaurepaire,2738316
Pommiers,1407756
Pommiers,2522324
Pommiers,1146082
Pommiers,584892
Pommiers,1833533
Pommiers-la-Placette,1073662
Pommiers-Moulons,2326909
Pomoy,2584558
Pompaire,1432619
Pompéjac,89078
Pompertuzat,403653
Pompey,803086
Pompiac,1495224
Pompierre,1713037
Pompierre-sur-Doubs,1100767
Pompiey,195564
Pompignac,1824537
Pompignan,2587239
Pompignan,41804
Pompogne,737412
Pomponne,2406282
Pomport,1947759
Pomps,1093268
Pomy,2200725
Poncé-sur-le-Loir,32822
Poncey-lès-Athée,1338342
Poncey-sur-l'Ignon,865499
Ponches-Estruval,1605199
Ponchon,2715402
Poncin,2050699
Poncins,1663016
Pondaurat,914271
Ponet-et-Saint-Auban,1573170
Ponlat-Taillebourg,1074652
Pons,376541
Ponsampère,846268
Ponsan-Soubiran,885203
Ponsas,531512
Ponson-Debat-Pouts,1707314
Ponson-Dessus,736613
Ponsonnas,1403455
Pont,1754216
Pont-à-Marcq,657846
Pont-à-Mousson,664349
Pont-à-Vendin,1845545
Pont-Arcy,2041807
Pont-Audemer,556450
Pont-Authou,689378
Pont-Aven,248117
Pont-Bellanger,2269820
Pont-Croix,740665
Pont-d'Ain,1640526
Pont-d'Héry,1426882
Pont-d'Ouilly,2364892
Pont-de-Barret,229125
Pont-de-Buis-lès-Quimerch,1358097
Pont-de-Chéruy,2369190
Pont-de-l'Arche,1678172
Pont-de-l'Isère,86451
Pont-de-Labeaume,1550762
Pont-de-Larn,343102
Pont-de-Metz,439676
Pont-de-Poitte,129071
Pont-de-Roide,1640663
Pont-de-Ruan,1319679
Pont-de-Salars,2617828
Pont-de-Vaux,732642
Pont-de-Veyle,1490658
Pont-du-Bois,2734851
Pont-du-Casse,921361
Pont-du-Château,576203
Pont-du-Navoy,380079
Pont-en-Royans,1149319
Pont-et-Massène,764515
Pont-Évêque,1669538
Pont-Farcy,758513
Pont-Hébert,1952066
Pont-l'Abbé,1286199
Pont-l'Abbé-d'Arnoult,953461
Pont-l'Évêque,2689220
Pont-l'Évêque,965738
Pont-la-Ville,1457972
Pont-lès-Bonfays,166105
Pont-les-Moulins,2365465
Pont-Melvez,2581705
Pont-Noyelles,1407385
Pont-Péan,1416286
Pont-Remy,708857
Pont-Saint-Esprit,1756529
Pont-Saint-Mard,677877
Pont-Saint-Martin,2577966
Pont-Saint-Pierre,1362911
Pont-Saint-Vincent,2497976
Pont-Sainte-Marie,1830441
Pont-Sainte-Maxence,997252
Pont-Salomon,976114
Pont-Scorff,2294469
Pont-sur-l'Ognon,1901129
Pont-sur-Madon,1994457
Pont-sur-Meuse,2059548
Pont-sur-Sambre,1740029
Pont-sur-Seine,1378905
Pont-sur-Vanne,770096
Pont-sur-Yonne,1468077
Pont-Trambouze,2653744
Pontacq,651986
Pontailler-sur-Saône,2519646
Pontaix,2321496
Pontamafrey-Montpascal,344573
Pontarion,1395439
Pontarlier,2731971
Pontarmé,640401
Pontaubault,1508158
Pontaubert,1330094
Pontault-Combault,2741047
Pontaumur,1254588
Pontavert,1329828
Pontcarré,2680238
Pontcey,1556694
Pontchardon,1906310
Pontcharra,2579523
Pontcharra-sur-Turdine,1510686
Pontcharraud,1338458
Pontchâteau,1237272
Pontcirq,1796986
Pontécoulant,1427888
Ponteilla,338887
Ponteils-et-Brésis,2755754
Pontenx-les-Forges,2308577
Pontevès,2667170
Ponteyraud,468497
Pontfaverger-Moronvilliers,2560063
Pontgibaud,56240
Pontgouin,1033766
Ponthévrard,2094390
Ponthion,1589428
Ponthoile,2438708
Ponthoux,2351532
Pontiacq-Viellepinte,2559483
Pontigné,2306102
Pontigny,1849637
Pontis,997075
Pontivy,1302637
Pontlevoy,823900
Pontmain,797502
Pontoise,2247294
Pontoise-lès-Noyon,1253498
Pontonx-sur-l'Adour,437897
Pontorson,2714529
Pontours,1386955
Pontoux,481058
Pontoy,325426
Pontpierre,2342192
Pontpoint,2211278
Pontrieux,1653339
Pontru,2026161
Pontruet,820393
Ponts,2053491
Ponts-et-Marais,2234027
Pontvallain,1038135
Popian,1627717
Popolasca,2169334
Porcaro,1950460
Porcelette,1102559
Porchères,323644
Porcheux,2447765
Porcheville,2271546
Porcieu-Amblagnieu,220614
Pordic,1866087
Pornic,2624865
Pornichet,1475435
Porquéricourt,143840
Porri,34882
Porspoder,2004287
Port,1734780
Port-Brillet,2470351
Port-d'Envaux,483804
Port-de-Bouc,1837356
Port-de-Lanne,805481
Port-de-Piles,346561
Port-des-Barques,2374051
Port-en-Bessin-Huppain,1041577
Port-la-Nouvelle,917406
Port-Launay,2566110
Port-le-Grand,1457668
Port-Lesney,2578343
Port-Louis,2468190
Port-Mort,2286686
Port-Saint-Louis-du-Rhône,588269
Port-Saint-Père,499679
Port-Sainte-Foy-et-Ponchapt,998559
Port-Sainte-Marie,2090209
Port-sur-Saône,818114
Port-sur-Seille,1127459
Port-Vendres,1353020
Port-Villez,2046524
Porta,25861
Portbail,743577
Porte-Joie,340138
Porté-Puymorens,2758008
Portel-des-Corbières,158322
Portes,795693
Portes,1918641
Portes-en-Valdaine,2276178
Portes-lès-Valence,651465
Portet,825324
Portet-d'Aspet,2686686
Portet-de-Luchon,2505258
Portet-sur-Garonne,184055
Portets,2247711
Portieux,2201596
Portiragnes,1616079
Porto-Vecchio,495668
Ports,2721113
Posanges,454559
Poses,1440165
Possesse,2049786
Postroff,2171676
Potangis,194645
Potelières,2745193
Potelle,852239
Pothières,2024516
Potigny,2766703
Potte,920797
Pouan-les-Vallées,851721
Pouançay,1396410
Pouancé,636871
Pouant,1582689
Poubeau,91367
Poucharramet,82125
Poudenas,2125869
Poudenx,181065
Poudis,2694677
Poueyferré,229287
